Age,Height_cm,Weight_kg,BMI,Activity_Level,Sleep_Hours,Water_Intake_ml,Healthy_Food_Count,Junk_Food_Count,Target_Health_Score,Target_Status
18,175,79.5,26.0,Moderate,9,1271,5,1,89,Optimal
51,199,104.4,26.4,Light,4,3006,1,2,65,Good
58,165,59.9,22.0,Moderate,7,2065,5,3,85,Optimal
52,195,104.2,27.4,Moderate,8,4352,3,0,98,Optimal
64,147,58.2,26.9,Heavy,8,2504,0,2,88,Optimal
19,185,119.9,35.0,Moderate,9,4213,1,0,82,Optimal
59,183,95.4,28.5,Sitting,6,1950,3,0,66,Good
62,155,84.1,35.0,Heavy,4,3875,2,3,60,Good
41,181,100.2,30.6,Light,4,3640,1,2,59,Moderate Risk
40,156,55.7,22.9,Sitting,8,1892,0,0,75,Good
33,172,110.1,37.2,Light,6,4224,2,1,66,Good
52,184,78.6,23.2,Moderate,5,2328,1,1,77,Good
60,190,96.5,26.7,Heavy,8,3969,5,0,100,Optimal
60,185,97.0,28.3,Moderate,5,3471,5,1,86,Optimal
22,188,68.0,19.2,Sitting,8,1649,0,2,65,Good
35,158,58.6,23.5,Heavy,4,3303,4,1,93,Optimal
31,176,96.0,31.0,Moderate,7,2856,5,3,82,Optimal
29,191,95.1,26.1,Heavy,6,3587,0,3,79,Good
52,180,75.9,23.4,Moderate,7,2520,0,1,95,Optimal
34,140,32.5,16.6,Sitting,5,2267,4,2,55,Moderate Risk
23,162,73.7,28.1,Sitting,6,2611,2,3,60,Good
60,194,90.8,24.1,Moderate,9,3011,5,1,100,Optimal
40,172,69.0,23.3,Light,6,3534,3,0,96,Optimal
65,162,101.3,38.6,Moderate,9,3655,2,1,74,Good
62,140,58.3,29.7,Light,5,2264,0,2,53,Moderate Risk
24,193,108.1,29.0,Heavy,9,4378,2,1,94,Optimal
37,142,62.2,30.8,Moderate,9,3439,5,0,97,Optimal
22,199,80.0,20.2,Sitting,9,2587,4,0,93,Optimal
57,167,85.3,30.6,Moderate,8,1806,0,2,67,Good
62,153,55.7,23.8,Light,4,1241,4,3,63,Good
34,154,62.1,26.2,Light,9,1818,5,2,79,Good
52,146,73.1,34.3,Moderate,8,2350,1,0,74,Good
43,198,134.3,34.3,Heavy,4,3422,3,1,73,Good
29,182,107.8,32.5,Moderate,9,3014,2,0,88,Optimal
61,181,88.3,27.0,Moderate,6,3838,5,0,98,Optimal
52,198,106.0,27.0,Heavy,9,3797,4,1,100,Optimal
55,183,64.6,19.3,Light,4,3573,0,2,70,Good
24,151,45.9,20.1,Heavy,4,1518,0,3,65,Good
18,146,71.0,33.3,Light,4,3113,0,2,53,Moderate Risk
27,146,76.3,35.8,Moderate,6,1368,4,1,67,Good
32,141,41.9,21.1,Light,4,1954,5,0,80,Optimal
29,147,29.6,13.7,Heavy,8,2398,1,2,75,Good
60,173,104.7,35.0,Heavy,7,4349,0,1,80,Optimal
37,182,112.0,33.8,Sitting,8,3901,2,2,61,Good
23,197,83.0,21.4,Sitting,7,2963,1,3,72,Good
32,140,41.0,20.9,Moderate,5,4335,3,2,86,Optimal
47,178,89.9,28.4,Light,5,4241,3,1,76,Good
35,177,94.8,30.3,Moderate,5,3673,2,3,67,Good
51,174,95.8,31.6,Light,9,2578,0,0,81,Optimal
23,183,114.8,34.3,Heavy,9,3396,1,3,74,Good
37,143,76.4,37.4,Sitting,6,3666,0,1,52,Moderate Risk
23,180,116.0,35.8,Moderate,6,1389,3,3,55,Moderate Risk
26,183,117.6,35.1,Sitting,6,2091,1,3,37,High Risk
57,196,117.5,30.6,Heavy,9,2420,1,3,69,Good
23,144,64.0,30.9,Sitting,6,3334,0,1,62,Good
65,168,51.4,18.2,Light,4,2080,5,1,69,Good
24,178,91.9,29.0,Heavy,6,2624,3,3,80,Optimal
34,195,85.8,22.6,Light,4,3898,5,3,75,Good
21,154,36.0,15.2,Heavy,6,3019,1,0,92,Optimal
57,191,95.6,26.2,Heavy,4,2579,5,2,84,Optimal
50,188,101.0,28.6,Heavy,6,3732,4,0,98,Optimal
44,186,87.3,25.2,Moderate,6,3891,2,3,79,Good
40,199,101.9,25.7,Moderate,8,2193,1,0,86,Optimal
58,174,86.9,28.7,Heavy,5,1827,3,0,81,Optimal
24,140,41.4,21.1,Moderate,6,1036,0,3,70,Good
44,190,109.7,30.4,Heavy,4,3986,4,0,85,Optimal
53,191,126.2,34.6,Heavy,6,3329,0,0,81,Optimal
50,174,112.9,37.3,Moderate,7,1371,4,2,65,Good
36,189,70.2,19.7,Moderate,8,4096,1,3,87,Optimal
60,174,78.3,25.9,Moderate,6,2319,1,2,71,Good
42,142,60.7,30.1,Moderate,4,1018,5,3,58,Moderate Risk
19,193,110.4,29.6,Moderate,7,1510,0,0,79,Good
49,199,92.4,23.3,Light,7,4216,3,2,91,Optimal
51,196,124.7,32.5,Sitting,8,3123,5,1,74,Good
45,184,117.5,34.7,Sitting,7,2256,1,0,58,Moderate Risk
64,185,99.4,29.0,Light,5,3080,4,3,68,Good
65,166,103.6,37.6,Light,5,2306,3,1,53,Moderate Risk
24,140,54.6,27.9,Heavy,9,2659,3,1,97,Optimal
25,159,81.2,32.1,Sitting,9,2380,3,3,51,Moderate Risk
53,149,46.0,20.7,Heavy,4,1184,2,1,79,Good
33,199,137.2,34.6,Light,7,3292,0,0,76,Good
60,148,48.5,22.1,Light,4,3367,0,0,80,Optimal
21,146,41.2,19.3,Heavy,5,2587,2,0,99,Optimal
29,169,77.6,27.2,Light,5,1582,4,3,60,Good
52,153,85.2,36.4,Sitting,6,2456,1,2,40,Moderate Risk
21,198,135.8,34.6,Heavy,7,3757,1,1,83,Optimal
46,151,66.8,29.3,Moderate,6,4457,0,0,84,Optimal
21,184,102.7,30.3,Sitting,5,1021,4,0,61,Good
48,153,89.7,38.3,Sitting,5,2232,3,0,47,Moderate Risk
53,176,70.1,22.6,Heavy,8,3592,1,1,100,Optimal
50,166,61.2,22.2,Sitting,4,3118,0,3,55,Moderate Risk
54,165,60.3,22.1,Light,8,2252,3,0,91,Optimal
29,177,111.9,35.7,Sitting,4,1099,0,3,24,High Risk
62,141,74.6,37.5,Moderate,7,1395,5,3,62,Good
54,172,52.3,17.7,Light,5,1974,4,3,62,Good
42,159,42.3,16.7,Light,6,1181,1,3,59,Moderate Risk
44,179,65.2,20.3,Heavy,9,4210,5,3,100,Optimal
21,167,76.7,27.5,Light,7,1161,3,3,68,Good
54,170,95.5,33.0,Moderate,4,1578,5,0,68,Good
53,154,48.5,20.5,Light,9,2763,5,2,95,Optimal
52,152,33.2,14.4,Heavy,6,1647,1,3,66,Good
19,146,64.0,30.0,Heavy,4,1935,1,3,55,Moderate Risk
65,190,127.8,35.4,Light,9,1847,2,3,54,Moderate Risk
53,173,92.9,31.0,Sitting,6,3461,1,0,68,Good
28,161,41.5,16.0,Light,9,1303,1,3,63,Good
37,191,125.2,34.3,Heavy,9,3068,1,3,74,Good
56,191,76.6,21.0,Heavy,7,1865,0,3,80,Optimal
61,184,112.6,33.3,Heavy,8,3266,3,1,89,Optimal
60,183,78.1,23.3,Heavy,8,1160,1,1,92,Optimal
47,153,51.7,22.1,Moderate,7,3755,4,0,100,Optimal
30,179,79.8,24.9,Heavy,4,1940,1,3,67,Good
36,185,115.7,33.8,Heavy,5,1600,4,0,75,Good
40,172,98.3,33.2,Moderate,9,1726,5,2,73,Good
25,144,52.1,25.1,Heavy,8,4057,5,2,100,Optimal
41,142,39.3,19.5,Heavy,9,3281,3,3,96,Optimal
21,181,95.8,29.2,Light,7,2979,1,1,81,Optimal
20,162,50.6,19.3,Sitting,8,3327,3,1,86,Optimal
60,165,70.8,26.0,Light,8,3913,1,1,86,Optimal
46,194,91.2,24.2,Heavy,9,4374,4,2,100,Optimal
32,152,40.0,17.3,Light,4,2855,4,1,76,Good
52,189,76.9,21.5,Moderate,4,2736,2,2,79,Good
54,199,130.0,32.8,Moderate,7,2795,1,0,86,Optimal
26,153,62.8,26.8,Light,6,3128,0,3,68,Good
51,155,35.2,14.7,Heavy,5,1417,3,2,70,Good
48,185,120.4,35.2,Light,4,2289,2,3,39,High Risk
19,190,114.0,31.6,Light,7,1308,2,0,75,Good
61,198,82.5,21.0,Sitting,4,3934,4,2,68,Good
25,193,115.1,30.9,Light,4,2252,1,0,59,Moderate Risk
54,162,55.8,21.3,Sitting,4,1989,1,0,62,Good
32,170,58.4,20.2,Heavy,4,1795,2,0,84,Optimal
59,172,107.4,36.3,Sitting,5,2257,3,0,50,Moderate Risk
37,182,111.5,33.7,Sitting,9,2712,5,0,77,Good
59,187,89.4,25.6,Moderate,7,2783,2,1,94,Optimal
23,168,106.1,37.6,Light,9,3258,1,1,69,Good
42,188,105.6,29.9,Moderate,8,1107,4,1,81,Optimal
51,158,96.1,38.5,Heavy,8,3861,1,0,82,Optimal
36,190,90.7,25.1,Heavy,6,1639,3,3,76,Good
49,146,74.5,35.0,Moderate,8,1210,2,2,64,Good
29,144,48.1,23.2,Light,7,3891,0,3,80,Optimal
19,194,82.0,21.8,Sitting,8,1738,5,0,85,Optimal
60,198,116.4,29.7,Light,4,3878,2,3,57,Moderate Risk
50,196,118.0,30.7,Light,7,3969,0,0,82,Optimal
22,197,91.3,23.5,Heavy,8,1759,0,2,85,Optimal
39,156,43.4,17.8,Heavy,8,3551,1,0,100,Optimal
64,145,61.2,29.1,Light,4,2838,2,3,58,Moderate Risk
26,140,41.2,21.0,Heavy,8,2328,4,2,93,Optimal
54,143,70.2,34.3,Light,5,1630,5,2,57,Moderate Risk
38,164,58.1,21.6,Heavy,8,2378,4,3,88,Optimal
53,152,91.5,39.6,Light,8,2765,2,0,73,Good
37,175,112.3,36.7,Light,6,2195,2,1,57,Moderate Risk
47,158,55.6,22.3,Moderate,6,4213,3,0,100,Optimal
42,163,56.9,21.4,Light,4,1161,1,2,62,Good
37,171,87.9,30.1,Sitting,8,3796,5,2,73,Good
42,164,57.3,21.3,Light,7,4013,1,3,82,Optimal
44,171,100.1,34.2,Light,7,1038,3,1,68,Good
20,143,32.8,16.0,Moderate,7,1286,4,3,74,Good
38,182,72.1,21.8,Light,8,2400,0,1,80,Optimal
55,198,91.6,23.4,Light,7,2764,2,2,89,Optimal
59,184,97.0,28.7,Light,5,1691,1,3,52,Moderate Risk
28,189,92.3,25.8,Moderate,4,2947,0,3,64,Good
34,188,87.4,24.7,Heavy,7,2970,1,0,100,Optimal
53,172,86.9,29.4,Heavy,8,3989,3,2,90,Optimal
53,151,38.0,16.7,Light,9,3831,3,1,88,Optimal
35,185,106.2,31.0,Sitting,6,1018,2,3,46,Moderate Risk
53,176,108.0,34.9,Light,7,2406,2,3,55,Moderate Risk
25,159,72.6,28.7,Sitting,7,1026,3,3,56,Moderate Risk
64,173,100.1,33.4,Light,7,1952,1,0,70,Good
18,148,67.7,30.9,Heavy,8,4420,0,2,82,Optimal
58,151,79.6,34.9,Moderate,8,4345,3,1,82,Optimal
25,150,36.1,16.0,Sitting,8,2812,4,3,69,Good
43,189,115.4,32.3,Moderate,7,1442,3,3,66,Good
37,185,66.1,19.3,Light,5,2200,2,0,79,Good
32,157,59.3,24.1,Sitting,9,2574,1,3,72,Good
47,182,120.3,36.3,Moderate,4,2725,3,1,65,Good
26,176,70.8,22.9,Heavy,7,2831,2,3,94,Optimal
31,156,68.2,28.0,Sitting,4,1387,5,1,56,Moderate Risk
51,198,120.3,30.7,Heavy,5,1651,3,1,73,Good
31,168,85.7,30.4,Sitting,6,1121,3,0,63,Good
22,144,40.4,19.5,Heavy,5,4170,3,3,86,Optimal
45,170,89.7,31.0,Moderate,7,1564,5,0,86,Optimal
19,188,79.1,22.4,Sitting,7,1081,0,3,60,Good
40,151,43.6,19.1,Sitting,7,2044,5,3,70,Good
47,153,67.1,28.7,Light,7,4119,4,3,78,Good
45,186,117.6,34.0,Heavy,5,3763,2,2,71,Good
32,152,55.2,23.9,Moderate,5,2513,3,3,81,Optimal
60,164,58.4,21.7,Heavy,8,3863,0,0,100,Optimal
21,157,49.6,20.1,Heavy,5,3231,0,2,85,Optimal
35,140,46.4,23.7,Sitting,4,1643,1,3,47,Moderate Risk
47,186,87.4,25.3,Moderate,5,2983,2,3,74,Good
40,156,66.6,27.4,Heavy,6,1775,4,1,85,Optimal
29,185,80.8,23.6,Light,6,4306,2,0,94,Optimal
30,179,87.5,27.3,Light,9,2293,4,3,70,Good
43,154,71.2,30.0,Heavy,6,2406,1,3,65,Good
21,146,43.5,20.4,Sitting,4,1750,3,3,51,Moderate Risk
43,193,108.9,29.2,Moderate,9,1308,0,3,64,Good
45,156,85.5,35.1,Moderate,6,2395,4,0,73,Good
55,150,30.2,13.4,Heavy,9,3556,5,0,100,Optimal
55,151,77.4,33.9,Light,9,2224,3,2,63,Good
24,190,129.2,35.8,Moderate,8,2165,1,2,61,Good
31,145,77.6,36.9,Sitting,8,4380,4,0,71,Good
65,161,44.8,17.3,Heavy,7,3170,5,1,100,Optimal
56,145,26.6,12.7,Heavy,6,3557,0,3,71,Good
29,146,69.0,32.4,Heavy,7,3945,0,3,74,Good
33,174,67.7,22.4,Sitting,4,4431,1,1,67,Good
35,145,31.9,15.2,Light,8,1779,3,1,76,Good
50,170,57.4,19.9,Heavy,8,4465,3,1,100,Optimal
63,150,69.7,31.0,Light,7,3479,4,0,90,Optimal
59,154,58.3,24.6,Sitting,4,1424,0,3,45,Moderate Risk
33,154,43.8,18.5,Light,4,1720,2,1,69,Good
42,193,83.4,22.4,Light,6,2025,4,3,73,Good
52,165,78.0,28.7,Moderate,4,4161,4,1,78,Good
58,153,87.9,37.5,Light,8,2868,2,3,61,Good
43,140,51.1,26.1,Light,5,1305,3,2,65,Good
63,178,64.4,20.3,Moderate,7,4173,0,0,100,Optimal
42,153,35.9,15.3,Sitting,6,2238,4,3,53,Moderate Risk
47,155,68.2,28.4,Light,6,2620,2,0,84,Optimal
57,151,43.8,19.2,Moderate,5,2329,1,1,77,Good
34,142,62.2,30.8,Sitting,8,3209,3,1,73,Good
62,196,94.8,24.7,Light,5,4477,4,0,93,Optimal
62,188,76.9,21.8,Heavy,5,2451,1,3,72,Good
59,196,116.1,30.2,Light,7,1120,2,1,72,Good
20,200,111.0,27.8,Light,6,4487,1,2,73,Good
24,192,109.1,29.6,Heavy,7,1675,2,3,73,Good
43,196,91.2,23.7,Light,9,3915,5,3,90,Optimal
36,185,123.8,36.2,Heavy,8,2066,5,1,79,Good
30,194,115.9,30.8,Heavy,8,3866,3,2,88,Optimal
61,165,45.6,16.7,Light,9,4017,4,3,80,Optimal
33,165,72.1,26.5,Heavy,6,2731,5,1,98,Optimal
53,188,72.6,20.5,Heavy,7,1706,2,0,99,Optimal
54,161,67.1,25.9,Light,6,1176,0,0,74,Good
24,143,24.6,12.0,Sitting,6,4101,4,2,63,Good
21,157,40.3,16.3,Heavy,8,4033,5,1,100,Optimal
59,194,85.9,22.8,Moderate,7,1476,0,0,90,Optimal
45,173,68.7,23.0,Moderate,5,3136,1,1,87,Optimal
46,200,108.1,27.0,Heavy,7,2416,5,3,82,Optimal
37,160,92.1,36.0,Sitting,5,4210,4,3,47,Moderate Risk
31,175,80.0,26.1,Sitting,5,2998,5,3,64,Good
24,175,65.5,21.4,Heavy,8,1956,0,1,90,Optimal
43,170,79.5,27.5,Heavy,5,4052,4,1,90,Optimal
53,162,100.6,38.3,Sitting,8,4220,0,1,56,Moderate Risk
60,190,90.1,25.0,Moderate,4,2160,4,0,83,Optimal
29,173,111.3,37.2,Light,9,2023,4,0,70,Good
25,194,120.7,32.1,Light,5,4492,3,2,66,Good
55,178,112.4,35.5,Light,7,2070,2,0,69,Good
21,184,85.7,25.3,Light,4,4495,2,2,69,Good
52,154,48.3,20.4,Heavy,7,2970,3,1,100,Optimal
31,169,81.6,28.6,Sitting,5,2091,5,0,65,Good
35,154,37.6,15.9,Sitting,9,2834,0,0,76,Good
35,161,97.8,37.7,Light,6,2174,2,2,50,Moderate Risk
44,190,78.3,21.7,Moderate,7,3653,5,0,100,Optimal
26,183,65.2,19.5,Light,8,1797,0,0,85,Optimal
56,188,102.0,28.9,Heavy,4,2279,5,2,70,Good
33,178,78.9,24.9,Light,5,2330,3,0,81,Optimal
51,149,65.4,29.5,Moderate,9,2761,0,1,84,Optimal
43,140,47.5,24.2,Light,7,2632,2,1,94,Optimal
27,160,86.6,33.8,Light,8,1509,5,0,77,Good
58,176,93.0,30.0,Sitting,5,2281,1,2,45,Moderate Risk
27,158,87.8,35.2,Heavy,9,2699,0,0,85,Optimal
50,148,61.6,28.1,Moderate,4,3544,5,1,81,Optimal
28,200,138.0,34.5,Heavy,9,3372,1,3,73,Good
44,199,94.7,23.9,Light,7,3813,1,2,87,Optimal
64,145,25.2,12.0,Heavy,5,4171,2,2,74,Good
62,187,121.8,34.8,Moderate,5,3783,0,2,61,Good
40,166,85.7,31.1,Heavy,5,1579,0,2,61,Good
60,190,121.5,33.7,Sitting,5,4461,3,3,48,Moderate Risk
59,173,61.8,20.6,Heavy,9,3720,5,2,100,Optimal
62,167,90.4,32.4,Moderate,6,3058,5,2,79,Good
62,152,37.2,16.1,Light,8,3846,4,0,94,Optimal
31,186,70.6,20.4,Light,7,3375,5,2,95,Optimal
20,175,85.0,27.8,Moderate,9,3620,4,1,94,Optimal
26,168,48.1,17.0,Sitting,8,2677,5,2,78,Good
49,150,77.5,34.4,Sitting,6,1750,5,1,56,Moderate Risk
28,176,56.2,18.1,Light,6,4288,5,1,89,Optimal
20,197,97.0,25.0,Moderate,4,1600,1,0,77,Good
41,156,94.5,38.8,Moderate,6,4417,1,2,62,Good
39,187,126.0,36.0,Light,7,4392,4,0,82,Optimal
53,167,65.5,23.5,Sitting,9,4424,2,3,74,Good
33,152,66.8,28.9,Sitting,7,2579,4,1,78,Good
45,171,60.3,20.6,Sitting,4,3912,2,2,64,Good
33,175,87.3,28.5,Light,9,2857,1,2,77,Good
37,159,97.4,38.5,Moderate,8,1978,3,1,66,Good
49,144,31.8,15.3,Moderate,7,1419,4,1,83,Optimal
49,165,73.3,26.9,Sitting,5,1158,3,2,54,Moderate Risk
35,145,36.9,17.6,Light,9,2032,0,0,78,Good
24,165,89.5,32.9,Sitting,5,4436,1,0,61,Good
34,165,50.9,18.7,Heavy,7,1618,1,1,92,Optimal
19,184,76.1,22.5,Heavy,7,1574,1,0,97,Optimal
54,191,96.5,26.5,Moderate,4,2201,3,1,69,Good
41,159,60.5,23.9,Moderate,7,2252,3,1,91,Optimal
52,199,113.8,28.7,Sitting,6,3492,4,1,73,Good
29,200,137.6,34.4,Light,7,3794,4,1,79,Good
29,169,55.4,19.4,Moderate,7,2480,4,0,98,Optimal
42,153,50.5,21.6,Moderate,9,3032,4,1,100,Optimal
54,168,67.7,24.0,Sitting,5,4086,2,2,69,Good
51,189,85.2,23.9,Sitting,9,4491,2,1,84,Optimal
58,166,61.3,22.2,Light,4,2332,1,1,67,Good
61,199,126.6,32.0,Heavy,4,1521,1,3,52,Moderate Risk
24,148,65.8,30.0,Light,9,3676,5,1,88,Optimal
46,157,74.1,30.1,Light,5,1173,5,0,73,Good
63,178,76.9,24.3,Light,9,2738,3,1,96,Optimal
60,198,112.0,28.6,Moderate,6,2757,2,3,74,Good
26,177,111.0,35.4,Moderate,7,4458,2,2,74,Good
56,190,79.3,22.0,Heavy,8,1631,3,3,86,Optimal
55,155,87.4,36.4,Sitting,8,1464,4,1,56,Moderate Risk
46,164,74.0,27.5,Heavy,5,4394,1,2,79,Good
33,160,71.3,27.9,Moderate,9,1982,4,0,89,Optimal
55,182,78.1,23.6,Moderate,5,1107,4,1,83,Optimal
31,157,93.7,38.0,Sitting,7,2263,0,3,36,High Risk
42,182,111.2,33.6,Light,9,4168,4,2,76,Good
49,142,46.3,23.0,Heavy,8,4057,3,2,100,Optimal
23,195,105.4,27.7,Light,7,1352,2,1,75,Good
29,142,54.5,27.0,Light,9,4346,2,3,76,Good
56,194,118.1,31.4,Moderate,5,2981,1,0,78,Good
57,178,63.7,20.1,Heavy,6,1871,1,2,82,Optimal
44,196,98.7,25.7,Heavy,5,4149,2,2,83,Optimal
39,158,82.9,33.2,Moderate,7,1963,4,2,71,Good
22,171,61.6,21.1,Sitting,6,3300,3,2,76,Good
58,159,56.1,22.2,Sitting,8,2180,2,1,74,Good
44,200,103.8,25.9,Light,9,2742,3,0,95,Optimal
41,148,71.3,32.6,Moderate,4,2438,4,2,57,Moderate Risk
64,168,90.5,32.1,Sitting,6,1501,5,0,65,Good
25,178,84.1,26.5,Sitting,5,2043,1,2,50,Moderate Risk
50,167,86.5,31.0,Moderate,8,2815,3,0,92,Optimal
45,190,83.1,23.0,Heavy,8,2115,0,0,95,Optimal
32,161,96.9,37.4,Sitting,4,1213,2,3,26,High Risk
26,180,74.7,23.1,Moderate,8,1368,3,3,81,Optimal
55,154,43.7,18.4,Heavy,4,1955,0,3,60,Good
26,143,40.9,20.0,Light,4,3667,2,2,74,Good
32,178,72.2,22.8,Moderate,7,4102,3,1,100,Optimal
37,155,47.7,19.9,Moderate,7,4221,2,0,100,Optimal
25,174,101.4,33.5,Light,7,4200,5,1,83,Optimal
45,168,86.3,30.6,Heavy,9,3572,0,0,92,Optimal
45,161,70.1,27.0,Light,4,2107,3,3,54,Moderate Risk
23,145,53.8,25.6,Light,5,1796,2,3,59,Moderate Risk
62,169,84.5,29.6,Light,8,3860,4,3,77,Good
30,156,45.6,18.7,Sitting,9,2965,2,1,84,Optimal
47,179,100.5,31.4,Heavy,8,2986,5,0,100,Optimal
59,189,92.3,25.8,Heavy,6,3925,4,1,97,Optimal
40,197,112.5,29.0,Light,6,2535,4,1,82,Optimal
28,153,47.0,20.1,Heavy,9,1641,0,2,85,Optimal
18,141,35.7,18.0,Sitting,8,1599,3,0,75,Good
42,140,56.5,28.8,Light,7,3158,0,0,85,Optimal
30,181,114.1,34.8,Moderate,4,2632,1,0,68,Good
49,169,60.9,21.3,Moderate,9,1512,0,2,80,Optimal
64,141,39.7,20.0,Sitting,7,1471,2,0,79,Good
36,176,83.3,26.9,Moderate,7,4106,5,1,98,Optimal
61,185,70.7,20.7,Light,4,4116,4,2,78,Good
29,193,99.1,26.6,Sitting,8,4154,3,0,84,Optimal
41,153,42.1,18.0,Sitting,7,1900,4,3,62,Good
65,147,37.8,17.5,Heavy,9,3659,4,1,100,Optimal
26,169,52.1,18.2,Light,6,1166,3,3,65,Good
52,175,107.3,35.0,Heavy,6,1879,5,1,76,Good
43,141,27.9,14.0,Light,6,3488,4,0,86,Optimal
23,179,107.4,33.5,Moderate,9,3285,5,2,83,Optimal
41,187,71.1,20.3,Heavy,9,2902,2,1,100,Optimal
64,177,104.2,33.3,Sitting,8,1931,4,2,56,Moderate Risk
49,145,79.4,37.8,Sitting,4,3975,1,2,38,High Risk
36,161,64.8,25.0,Light,9,4185,1,0,97,Optimal
32,191,93.1,25.5,Light,6,4285,1,3,72,Good
62,177,92.4,29.5,Light,8,3097,3,2,80,Optimal
59,195,87.9,23.1,Moderate,5,3971,1,0,92,Optimal
23,194,90.6,24.1,Light,8,2561,1,3,82,Optimal
38,185,95.1,27.8,Heavy,4,3266,1,1,78,Good
54,164,72.0,26.8,Light,7,2064,3,2,74,Good
61,185,117.9,34.4,Sitting,6,2815,5,1,66,Good
43,195,120.0,31.6,Light,8,2582,3,2,77,Good
64,168,105.6,37.4,Heavy,4,3925,1,1,64,Good
24,186,96.7,28.0,Light,5,1542,4,2,64,Good
63,150,86.5,38.4,Moderate,7,2752,1,2,67,Good
51,154,34.4,14.5,Heavy,5,3837,3,0,90,Optimal
26,166,106.0,38.5,Light,9,3629,1,1,67,Good
45,159,93.5,37.0,Light,5,2385,4,2,50,Moderate Risk
43,185,78.7,23.0,Moderate,9,4334,2,2,94,Optimal
20,177,101.3,32.3,Sitting,5,1895,3,1,51,Moderate Risk
36,193,106.5,28.6,Light,8,1485,0,3,60,Good
27,179,86.0,26.8,Moderate,7,1778,4,1,86,Optimal
53,152,38.1,16.5,Sitting,4,2962,1,0,64,Good
28,194,132.1,35.1,Sitting,5,1856,5,0,55,Moderate Risk
47,178,86.8,27.4,Light,4,3412,5,0,82,Optimal
40,148,36.7,16.8,Heavy,7,4217,4,3,90,Optimal
64,190,74.2,20.6,Heavy,4,2875,5,2,90,Optimal
50,189,101.9,28.5,Sitting,6,1370,2,3,49,Moderate Risk
52,164,83.7,31.1,Moderate,7,3223,0,2,76,Good
58,145,51.8,24.6,Moderate,4,2259,4,1,78,Good
34,166,64.9,23.6,Moderate,5,3175,4,3,83,Optimal
50,174,98.3,32.5,Moderate,9,4075,0,2,74,Good
34,176,72.9,23.5,Light,4,1648,2,1,69,Good
28,166,51.2,18.6,Heavy,5,3132,2,1,94,Optimal
62,189,105.4,29.5,Moderate,9,3750,1,0,91,Optimal
52,153,89.6,38.3,Heavy,4,3420,1,1,63,Good
19,153,51.6,22.0,Sitting,6,4196,4,2,78,Good
42,174,104.2,34.4,Moderate,4,1478,2,0,60,Good
21,188,72.0,20.4,Heavy,6,2014,4,3,83,Optimal
22,198,94.0,24.0,Moderate,4,3438,2,3,74,Good
49,144,69.5,33.5,Sitting,5,2096,0,3,33,High Risk
57,179,74.3,23.2,Moderate,6,2033,3,1,86,Optimal
47,167,86.2,30.9,Moderate,6,3044,2,2,76,Good
26,157,71.1,28.8,Light,9,1288,1,2,67,Good
24,172,106.7,36.1,Light,9,2176,2,3,53,Moderate Risk
49,162,49.8,19.0,Heavy,4,2125,5,2,80,Optimal
29,155,73.4,30.6,Light,7,2211,3,3,63,Good
61,200,129.2,32.3,Sitting,5,1121,5,1,55,Moderate Risk
61,180,100.6,31.0,Moderate,8,2803,0,0,86,Optimal
19,200,87.0,21.8,Sitting,4,3307,4,2,68,Good
36,156,49.3,20.3,Moderate,8,2264,5,3,85,Optimal
59,180,62.1,19.2,Light,9,3803,2,2,89,Optimal
60,164,80.7,30.0,Light,8,3213,4,1,86,Optimal
39,168,107.0,37.9,Sitting,4,1400,3,3,27,High Risk
23,156,54.9,22.6,Sitting,5,1830,1,1,62,Good
35,162,51.3,19.5,Moderate,8,2046,2,3,79,Good
30,156,82.8,34.0,Sitting,8,2801,4,2,65,Good
61,140,58.9,30.1,Moderate,9,3601,0,0,88,Optimal
48,162,83.4,31.8,Light,5,1327,0,2,50,Moderate Risk
60,170,61.2,21.2,Moderate,6,3710,1,1,92,Optimal
56,157,45.5,18.5,Sitting,9,1930,3,2,71,Good
65,173,58.3,19.5,Heavy,7,2484,1,1,92,Optimal
60,166,92.0,33.4,Light,7,2548,2,3,67,Good
61,179,78.4,24.5,Moderate,5,4148,3,1,91,Optimal
36,166,78.9,28.6,Light,9,4499,0,2,75,Good
65,159,90.4,35.8,Light,9,3254,2,3,63,Good
26,167,84.1,30.2,Sitting,8,1754,0,1,58,Moderate Risk
48,151,53.1,23.3,Light,9,1590,2,0,89,Optimal
42,199,116.0,29.3,Sitting,9,1588,2,2,58,Moderate Risk
26,166,89.1,32.3,Sitting,8,1796,4,2,58,Moderate Risk
48,165,45.5,16.7,Moderate,8,2683,2,0,96,Optimal
61,198,124.3,31.7,Sitting,9,1933,3,0,66,Good
37,163,47.6,17.9,Sitting,6,2563,5,0,84,Optimal
45,190,73.0,20.2,Light,5,1875,5,2,75,Good
29,194,99.3,26.4,Moderate,8,4244,2,2,87,Optimal
33,178,115.7,36.5,Light,8,4371,1,1,70,Good
21,146,50.0,23.5,Sitting,4,3553,1,0,72,Good
34,182,68.4,20.6,Moderate,5,1306,4,1,83,Optimal
24,176,95.4,30.8,Sitting,8,2024,2,1,61,Good
35,179,67.5,21.1,Heavy,5,2744,2,2,89,Optimal
34,193,81.5,21.9,Light,5,2871,0,3,70,Good
40,199,121.6,30.7,Heavy,5,3519,0,0,82,Optimal
